PACK_ID|PACK_REF|PACK NAME EN|PACK NAME FR|PACK LEVEL|CHECK DUR|PACK OBJECTIVES|PACK RESULTS|PACK CONTENT|PACK HOURS|LESSON DURATION|METHODE|CERTIFICATION|PACK HT|PACK TVA|PACK TTC|NA|PTA|M1|M1 NB L|M1 H|M2|M2 NB L|M2 H|M3|M3 NB L|M3 H|M4|M4 NB L|M4 H|M5|M5 NB L|M5 H|M6|M6 NB L|M6 H|M7|M7 NB L|M7 H|GRAM H|OPEN H|EL H|TOTAL H
|||ANGLAIS AVANCÉ - PRÉPARATION DE MA CERTIFICATION|C1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification.|Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 1 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|5|1|VISIO + EL|LINGUASKILL|320,00 €|64,00 €|384,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||4,00||5,0
|||ANGLAIS AVANCÉ - PRÉPARER UNE REUNION OU UNE PRÉSENTATION|C1|OK|Mener à bien sa prochaine présentation ou réunion.|Améliorer vos documents et réaliser une simulation de présentation.|1 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|5|1|VISIO + EL|LINGUASKILL|320,00 €|64,00 €|384,00 €|0,5|0,5|C1 - Attending meetings I [3]|3|3,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||1,00||5,0
|||ANGLAIS AVANCÉ - PRÉPARATION D' UN ENTRETIEN|C1|OK|Monter en compétence sur de l'anglais professionnel.|Échanger de manière intelligible sur un projet professionnel.|1 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|5|1|VISIO + EL|LINGUASKILL|320,00 €|64,00 €|384,00 €|0,5|0,5|C1/C2 - A NEW JOB [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||||5,0
|||ANGLAIS AVANCÉ - DISCUSSION INTERCULTURELLE|C1|OK|Maîtriser d'une discussion informelle avec une personne d'une autre culture.|Vous exprimer de façon souple en maitrisant les codes des échanges interculturels|1 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|5|1|VISIO + EL|LINGUASKILL|320,00 €|64,00 €|384,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||4,00||5,0
|||ANGLAIS AVANCÉ - EMAILS|C1|OK|Améliorer la rédaction d'emails ou communications en accédant à une bibliothèque étendue d'emails et d'exercices.|Écrire des emails professionnels.|1 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|5|1|VISIO + EL|LINGUASKILL|320,00 €|64,00 €|384,00 €|0,5|0,5|C1/C2 - WRITE THIS DOWN [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||||5,0
|||ANGLAIS AVANCÉ - PRÉPARATION DE MA CERTIFICATION|C1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification.|Bien appréhender le déroulement de la certification. Vous préparer au mieux au passage de la certification grace à une simulation Prétendre à obtenir un meilleur score.|Passage d'un test blanc et visualisation des résultats 1 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|5|1|ELEARNING|LINGUASKILL|100,00 €|20,00 €|120,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||5,00|5,0
|||ANGLAIS AVANCÉ - PRÉPARER UNE REUNION OU UNE PRÉSENTATION|C1|OK|Mener à bien sa prochaine présentation ou réunion.|Vous aurez étudié de nombreux documents et répondu à des quizs à ce sujet|1 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|5|1|ELEARNING|LINGUASKILL|100,00 €|20,00 €|120,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||5,00|5,0
|||ANGLAIS AVANCÉ - PRÉPARATION D' UN ENTRETIEN|C1|OK|Monter en compétence sur de l'anglais professionnel.|Échanger de manière intelligible sur un projet professionnel.|1 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|5|1|ELEARNING|LINGUASKILL|100,00 €|20,00 €|120,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||5,00|5,0
|||ANGLAIS AVANCÉ  - EMAILS|C1|OK|Améliorer la rédaction d'emails ou communications en accédant à une bibliothèque étendue d'emails et d'exercices.|Écrire des emails professionnels.|1 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|5|1|ELEARNING|LINGUASKILL|100,00 €|20,00 €|120,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||5,00|5,0
|||ANGLAIS AVANCÉ - RESSOURCES ET EXERCICES|C1|OK|Travailler sur un maximum de documents et d'exercices.|Progresser globalement sur la compréhension écrite et orale.|1 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|5|1|ELEARNING|LINGUASKILL|100,00 €|20,00 €|120,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||5,00|5,0
|||ANGLAIS DÉBUTANT - PRÉPARATION DE MA CERTIFICATION|A1/A2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles|10|1|VISIO|LINGUASKILL|520,00 €|104,00 €|624,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||9,00||10,0
|||ANGLAIS DÉBUTANT - APPRENDRE OU REVOIR LES BASES|A1/A2|OK|Travailler la grammaire.|Maîtriser les verbes être et avoir, les pays et les nationalités, les adjectifs possessifs, les adjectifs pour décrire les personnes, indiquer l'heure, le vocabulaire simple et familial, les adverbes fréquents, décrivant la météo et la formule "like + -ing".||10|1|VISIO|LINGUASKILL|520,00 €|104,00 €|624,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|9,00|||10,0
|||ANGLAIS DÉBUTANT - SITUATIONS PROFESSIONNELLES|A1/A2|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.||10|1|VISIO|LINGUASKILL|520,00 €|104,00 €|624,00 €|0,5|0,5|A2 - Telephoning [5]|5|5,00|A2 - Interviews [3]|3|3,00|||0,00|||0,00|||0,00|||0,00|||0,00||1,00||10,0
|||ANGLAIS DÉBUTANT - LA VIE DE TOUS LES JOURS|A1/A2|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.| Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||10|1|VISIO|LINGUASKILL|520,00 €|104,00 €|624,00 €|0,5|0,5|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - GETTING AROUND [3]|3|3,00|||0,00|||0,00|||0,00|||0,00|||0,00|1,00|1,00||10,0
|||ANGLAIS  DÉBUTANT - PRÉPARATION DE MA CERTIFICATION|A1/A2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||9,00||10,0
|||ANGLAIS DÉBUTANT - APPRENDRE OU REVOIR LES BASES |A1/A2|OK|Travailler la grammaire.|Maîtriser les verbes être et avoir, les pays et les nationalités, les adjectifs possessifs, les adjectifs pour décrire les personnes, indiquer l'heure, le vocabulaire simple et familial, les adverbes fréquents, décrivant la météo et la formule "like + -ing".|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|9,00|||10,0
|||ANGLAIS DÉBUTANT - SITUATIONS PROFESSIONNELLES|A1/A2|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|A2 - Telephoning [5]|5|5,00|A2 - Interviews [3]|3|3,00|||0,00|||0,00|||0,00|||0,00|||0,00||1,00||10,0
|||ANGLAIS DÉBUTANT - LA VIE DE TOUS LES JOURS|A1/A2|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|||0,00|1,00|||10,0
|||ANGLAIS DÉBUTANT - PRÉPARATION DE MA CERTIFICATION|A1/A2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc et visualisation des résultats 2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|ELEARNING|LINGUASKILL|120,00 €|24,00 €|144,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||10,00|10,0
|||ANGLAIS DÉBUTANT - JE DÉCOUVRE CETTE LANGUE|A1/A2|OK|Faire vos premiers pas en anglais. Apprendre du vocabulaire et des expressions utiles.|Acquérir une base de connaissance significative en toute autonomie.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|ELEARNING|LINGUASKILL|120,00 €|24,00 €|144,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||10,00|10,0
|||ANGLAIS DÉBUTANT - PRÉPARATION D' UN ENTRETIEN|A1/A2|OK|Introduire une approche professionnelle dans la maîtrise de l'anglais|Faire bonne impression pendant un entretien en anglais, même avec un niveau débutant.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|ELEARNING|LINGUASKILL|120,00 €|24,00 €|144,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||10,00|10,0
|||ANGLAIS DÉBUTANT - RESSOURCES ET EXERCICES|A1/A2|OK|Travailler sur un maximum de documents et d'exercices.|Progresser globalement sur la compréhension écrite et orale.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|ELEARNING|LINGUASKILL|120,00 €|24,00 €|144,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||10,00|10,0
|||ANGLAIS DÉBUTANT - PRÉPARER MES VACANCES|A1/A2|OK|Préparer son voyage en apprenant des mots et expressions utiles.|Se sensibiliser aux situations futures.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|ELEARNING|LINGUASKILL|120,00 €|24,00 €|144,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||10,00|10,0
|||ANGLAIS INTERMÉDIAIRE - PRÉPARATION DE MA CERTIFICATION|B1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles|10|1|VISIO|LINGUASKILL|520,00 €|104,00 €|624,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||9,00||10,0
|||ANGLAIS INTERMÉDIAIRE - REVOIR LES BASES|B1|OK|Travailler la grammaire.|Modal verbs 1 - Ability<br> Modal verbs 2 – Obligation, necessity, prohibition, advice<br> Modal verbs 3 – Possibility and expectation<br> Modal verbs 4 – Requests, offers, permission and invitations<br> Modal verbs 5 – Past forms||10|1|VISIO|LINGUASKILL|520,00 €|104,00 €|624,00 €|0,5|0,5|B1 - EVERYDAY SITUATIONS [4]|4|4,00|B1 - SMALL TALK [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|||0,00||1,00||10,0
|||ANGLAIS INTERMÉDIAIRE - SITUATIONS PROFESSIONNELLES|B1|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.||10|1|VISIO|LINGUASKILL|520,00 €|104,00 €|624,00 €|0,5|0,5|B1 - ABOUT MY JOB [3]|3|3,00|B1 - IN THE OFFICE [3]|3|3,00|||0,00|||0,00|||0,00|||0,00|||0,00|1,00|2,00||10,0
|||ANGLAIS INTERMÉDIAIRE - LA VIE DE TOUS LES JOURS|B1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||10|1|VISIO|LINGUASKILL|520,00 €|104,00 €|624,00 €|0,5|0,5|B1 - EVERYDAY SITUATIONS [4]|4|4,00|B1 - ABOUT MY JOB [3]|3|3,00|||0,00|||0,00|||0,00|||0,00|||0,00||2,00||10,0
|||ANGLAIS INTERMÉDIAIRE - TRAVAIL ET PLAISIR |B1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.||10|1|VISIO|LINGUASKILL|520,00 €|104,00 €|624,00 €|0,5|0,5|B1 - SMALL TALK [4]|4|4,00|B1 - WORK VOCABULARY [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|||0,00||1,00||10,0
|||ANGLAIS INTERMÉDIAIRE - PRÉPARATION DE MA CERTIFICATION|B1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||9,00||10,0
|||ANGLAIS INTERMÉDIAIRE - REVOIR LES BASES|B1|OK|Travailler la grammaire.|Modal verbs 1 - Ability<br> Modal verbs 2 – Obligation, necessity, prohibition, advice<br> Modal verbs 3 – Possibility and expectation<br> Modal verbs 4 – Requests, offers, permission and invitations<br> Modal verbs 5 – Past forms|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|B1 - EVERYDAY SITUATIONS [4]|4|4,00|B1 - SMALL TALK [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|||0,00||1,00||10,0
|||ANGLAIS INTERMÉDIAIRE - SITUATIONS PROFESSIONNELLES|B1|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|B1 - ABOUT MY JOB [3]|3|3,00|B1 - IN THE OFFICE [3]|3|3,00|||0,00|||0,00|||0,00|||0,00|||0,00|1,00|2,00||10,0
